Wavenumber (cm-1),Intensity (a.u.)
749.0612833667335,0.0059641744828640144
749.2053288577155,0.006492769663061362
749.3493743486974,0.007212047686751454
749.4934198396793,0.008178871022147888
749.6374653306614,0.009462502961789406
749.7815108216432,0.011145718041603605
749.9255563126252,0.013325448779963792
750.0696018036072,0.016112749121313663
750.2136472945891,0.019631838047185945
750.3576927855711,0.024017988221994
750.501738276553,0.02941405037359462
750.645783767535,0.035965459409403676
750.789829258517,0.04381365597066244
750.933874749499,0.05308797699387139
751.0779202404809,0.06389621656408928
751.2219657314629,0.07631422494998366
751.3660112224449,0.09037508556788801
751.5100567134268,0.10605856906404565
751.6541022044088,0.12328169043086928
751.7981476953908,0.1418912682611698
751.9421931863727,0.16165938619700138
752.0862386773547,0.18228257166902928
752.2302841683367,0.20338533022394495
752.3743296593186,0.22452840905655516
752.5183751503006,0.24522182571796428
752.6624206412826,0.2649423129515609
752.8064661322645,0.2831544326489919
752.9505116232465,0.29933424100347755
753.0945571142285,0.3129940841519502
753.2386026052104,0.3237069060550813
753.3826480961924,0.3311283862122436
753.5266935871743,0.3350153090438264
753.6707390781563,0.3352387985512166
753.8147845691383,0.3317914137840026
753.9588300601202,0.32478756021586264
754.1028755511022,0.31445718530635475
754.2469210420842,0.3011332428351961
754.3909665330661,0.28523387919143306
754.5350120240481,0.2672406705559195
754.6790575150301,0.2476744887166041
754.823103006012,0.2270706757507259
754.967148496994,0.2059551611398095
755.111193987976,0.18482297223682342
755.255239478958,0.16412029713196608
755.3992849699399,0.1442308941487314
755.5433304609219,0.125467245323728
755.6873759519038,0.10806646265510925
755.8314214428858,0.0921906109551324
755.9754669338677,0.07793083660227731
756.1195124248497,0.06531450361446361
756.2635579158316,0.05431444250870696
756.4076034068136,0.04485940854963469
756.5516488977955,0.036844911346151706
756.6956943887775,0.03014369908525221
756.8397398797595,0.024615337283083894
756.9837853707414,0.020114493295045097
757.1278308617234,0.016497705884027995
757.2718763527054,0.013628569723516636
757.4159218436873,0.011381388272877047
757.5599673346693,0.009643440148752132
757.7040128256513,0.008316063241635044
757.8480583166332,0.007314789994359175
757.9921038076152,0.006568771311614022
758.1361492985972,0.006019711531466235
